filepath,label_name,label_idx
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/051_38196d60.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/015_72bb2861.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/059_27a0e6f1.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/012_39efc245.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/051_fc2e65a8.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/080_d7addbd8.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/066_9c2fdc93.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/003_ed3fb7b1.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/003_936c5a43.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/095_1104d364.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/024_2c8389f0.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/081_f92d604e.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/010_47031d88.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/069_9d0e44d5.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/004_f61e7d0c.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/055_7b8dfc3a.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/068_4b87f13b.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/061_aa29ec4f.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/040_ca0a46b5.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/015_782498ae.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/074_f13e769d.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/092_4c27282f.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/011_71969f29.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/021_0b9bd77d.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/032_2899cee6.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/052_b80b0a3f.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/031_f2f3733f.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/075_31d85976.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/022_784eea3c.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/097_51a924c1.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/039_107ec01f.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/040_a8df71eb.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/082_545afee5.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/072_0dbe44e4.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/096_c30a9446.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/008_8fc20495.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/092_8f204d71.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/041_bcfa1766.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/039_d0c3aa09.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/090_e959664a.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/031_2364f4d8.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/045_22823571.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/018_20e2b978.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/083_f80d8a01.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/029_cb46b2bb.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/063_a90951c4.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/100_32a5d9d1.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/045_d074e61c.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/113_049adfc0.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/029_75cdebc2.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/054_ca0da4ca.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/011_7344ca35.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/043_a95c3f60.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/082_60cd659d.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/004_09c5d285.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/015_82889ec9.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/065_db7b31f5.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/065_689150aa.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/079_4e33cd00.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/035_a767728d.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/086_9b44c502.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/029_7cc8d551.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/047_c6dd0c78.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/077_5cbf1ecc.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/010_2181b5f4.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/041_e2eff4e4.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/073_dfbed64d.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/048_bf9c2b11.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/096_0881f6e7.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/012_12d61e14.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/044_df20e34a.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/029_890b58a4.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/043_993b1247.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/010_4eb6eabe.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/048_9f118a78.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/028_123163e1.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/073_9f1d377a.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/080_13b6a4b6.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/047_5350c8c0.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/098_5224652a.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/067_706a358a.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/025_4f2ec7c1.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/019_43561f73.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/054_d500397d.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/018_cadc0487.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/019_330f0c75.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/062_f2c308de.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/002_f44b8d45.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/048_1ed346ac.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/014_9742cf0f.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/081_12fb31ec.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/041_cc0957bf.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/023_06dbacd1.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/088_2ec116fe.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/091_37b0b664.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/093_811dc474.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/002_3a2ef5df.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/092_26130bb1.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/119_139bab99.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/004_bb16ac65.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/088_d6c5d9f4.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/059_181bfc6b.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/004_dc64d954.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/014_d5c7b58f.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/034_09baeb19.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/093_4027b1e2.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/024_482f43ed.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/084_0f0f27e4.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/087_f9794152.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/047_dc7e1839.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/057_6aecaa18.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/025_77aaff05.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/079_e3171916.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/092_cbc6d525.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/006_96ea405c.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/063_6f1c7f3e.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/037_17e4f89a.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/074_0ec79719.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/043_77e393de.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/049_2924cbf0.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/075_eed20fb4.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/198_e056989e.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/069_429fc9ee.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/064_0de68937.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/196_08de561a.jpg,Scarlett Johansson,13
